ModeOfTransport,Name,Type,Month,Year,PassengerCount
Tram,Leichhardt North Light Rail,Senior/Pensioner,Nov,2018,"1,118"
Tram,Leichhardt North Light Rail,Senior/Pensioner,Dec,2016,"1,152"
Tram,Leichhardt North Light Rail,Senior/Pensioner,Dec,2017,"1,114"
Tram,Leichhardt North Light Rail,Senior/Pensioner,Dec,2018,"1,043"
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Jan,2018,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Jan,2019,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Feb,2018,4
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Mar,2018,3
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Apr,2017,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Apr,2018,2
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,May,2018,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Jun,2017,2
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Jun,2018,4
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Jul,2017,7
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Jul,2018,7
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Aug,2017,6
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Aug,2018,4
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Sep,2016,3
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Sep,2017,11
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Oct,2016,2
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Oct,2017,14
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Oct,2018,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Nov,2016,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Nov,2017,5
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Nov,2018,2
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Dec,2017,5
Tram,Leichhardt North Light Rail,Sgl Trip LR Adult,Dec,2018,4
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Jan,2019,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Apr,2018,4
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Jun,2018,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Jul,2016,2
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Jul,2017,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Jul,2018,5
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Sep,2016,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Sep,2017,2
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Sep,2018,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Oct,2017,4
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Oct,2018,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Nov,2016,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Nov,2017,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Nov,2018,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Dec,2017,1
Tram,Leichhardt North Light Rail,Sgl Trip LR Child/Youth,Dec,2018,2
Tram,Lewisham West Light Rail,Adult,Jan,2017,"5,947"
Tram,Lewisham West Light Rail,Adult,Jan,2018,"4,312"
Tram,Lewisham West Light Rail,Adult,Jan,2019,"9,589"
Tram,Lewisham West Light Rail,Adult,Feb,2017,"6,175"
Tram,Lewisham West Light Rail,Adult,Feb,2018,"8,320"
Tram,Lewisham West Light Rail,Adult,Feb,2019,"10,205"
Tram,Lewisham West Light Rail,Adult,Mar,2017,"7,599"
Tram,Lewisham West Light Rail,Adult,Mar,2018,"9,688"
Tram,Lewisham West Light Rail,Adult,Apr,2017,"7,158"
Tram,Lewisham West Light Rail,Adult,Apr,2018,"9,746"
Tram,Lewisham West Light Rail,Adult,May,2017,"9,575"
Tram,Lewisham West Light Rail,Adult,May,2018,"10,853"
Tram,Lewisham West Light Rail,Adult,Jun,2017,"7,952"
Tram,Lewisham West Light Rail,Adult,Jun,2018,"9,134"
Tram,Lewisham West Light Rail,Adult,Jul,2016,"5,183"
Tram,Lewisham West Light Rail,Adult,Jul,2017,"8,734"
Tram,Lewisham West Light Rail,Adult,Jul,2018,"11,117"
Tram,Lewisham West Light Rail,Adult,Aug,2016,"5,250"
Tram,Lewisham West Light Rail,Adult,Aug,2017,"8,273"
Tram,Lewisham West Light Rail,Adult,Aug,2018,"11,275"
Tram,Lewisham West Light Rail,Adult,Sep,2016,"5,370"
Tram,Lewisham West Light Rail,Adult,Sep,2017,"8,266"
Tram,Lewisham West Light Rail,Adult,Sep,2018,"10,776"
Tram,Lewisham West Light Rail,Adult,Oct,2016,"5,600"
Tram,Lewisham West Light Rail,Adult,Oct,2017,"9,478"
Tram,Lewisham West Light Rail,Adult,Oct,2018,"10,239"
Tram,Lewisham West Light Rail,Adult,Nov,2016,"5,038"
Tram,Lewisham West Light Rail,Adult,Nov,2017,"9,921"
Tram,Lewisham West Light Rail,Adult,Nov,2018,"10,601"
Tram,Lewisham West Light Rail,Adult,Dec,2016,"5,659"
Tram,Lewisham West Light Rail,Adult,Dec,2017,"9,026"
Tram,Lewisham West Light Rail,Adult,Dec,2018,"9,294"
Tram,Lewisham West Light Rail,Child/Youth,Jan,2017,892
Tram,Lewisham West Light Rail,Child/Youth,Jan,2018,506
Tram,Lewisham West Light Rail,Child/Youth,Jan,2019,"1,152"
Tram,Lewisham West Light Rail,Child/Youth,Feb,2017,981
Tram,Lewisham West Light Rail,Child/Youth,Feb,2018,"1,135"
Tram,Lewisham West Light Rail,Child/Youth,Feb,2019,"1,514"
Tram,Lewisham West Light Rail,Child/Youth,Mar,2017,"1,054"
Tram,Lewisham West Light Rail,Child/Youth,Mar,2018,"1,041"
Tram,Lewisham West Light Rail,Child/Youth,Apr,2017,"1,024"
Tram,Lewisham West Light Rail,Child/Youth,Apr,2018,"1,045"
Tram,Lewisham West Light Rail,Child/Youth,May,2017,"1,224"
Tram,Lewisham West Light Rail,Child/Youth,May,2018,"1,538"
Tram,Lewisham West Light Rail,Child/Youth,Jun,2017,"1,062"
Tram,Lewisham West Light Rail,Child/Youth,Jun,2018,"1,172"
Tram,Lewisham West Light Rail,Child/Youth,Jul,2016,"1,039"
Tram,Lewisham West Light Rail,Child/Youth,Jul,2017,"1,225"
Tram,Lewisham West Light Rail,Child/Youth,Jul,2018,"1,378"
Tram,Lewisham West Light Rail,Child/Youth,Aug,2016,"1,222"
Tram,Lewisham West Light Rail,Child/Youth,Aug,2017,"1,158"
Tram,Lewisham West Light Rail,Child/Youth,Aug,2018,"1,485"
Tram,Lewisham West Light Rail,Child/Youth,Sep,2016,"1,071"
Tram,Lewisham West Light Rail,Child/Youth,Sep,2017,"1,129"
Tram,Lewisham West Light Rail,Child/Youth,Sep,2018,"1,412"
Tram,Lewisham West Light Rail,Child/Youth,Oct,2016,"1,021"
Tram,Lewisham West Light Rail,Child/Youth,Oct,2017,"1,128"
Tram,Lewisham West Light Rail,Child/Youth,Oct,2018,"1,109"
Tram,Lewisham West Light Rail,Child/Youth,Nov,2016,852
Tram,Lewisham West Light Rail,Child/Youth,Nov,2017,"1,170"
Tram,Lewisham West Light Rail,Child/Youth,Nov,2018,"1,370"
Tram,Lewisham West Light Rail,Child/Youth,Dec,2016,886
Tram,Lewisham West Light Rail,Child/Youth,Dec,2017,"1,120"
Tram,Lewisham West Light Rail,Child/Youth,Dec,2018,"1,149"
Tram,Lewisham West Light Rail,Concession,Jan,2017,361
Tram,Lewisham West Light Rail,Concession,Jan,2018,242
Tram,Lewisham West Light Rail,Concession,Jan,2019,460
Tram,Lewisham West Light Rail,Concession,Feb,2017,545
Tram,Lewisham West Light Rail,Concession,Feb,2018,520
Tram,Lewisham West Light Rail,Concession,Feb,2019,639
Tram,Lewisham West Light Rail,Concession,Mar,2017,626
Tram,Lewisham West Light Rail,Concession,Mar,2018,715
Tram,Lewisham West Light Rail,Concession,Apr,2017,524
Tram,Lewisham West Light Rail,Concession,Apr,2018,638
Tram,Lewisham West Light Rail,Concession,May,2017,601
Tram,Lewisham West Light Rail,Concession,May,2018,690
Tram,Lewisham West Light Rail,Concession,Jun,2017,503
Tram,Lewisham West Light Rail,Concession,Jun,2018,658
Tram,Lewisham West Light Rail,Concession,Jul,2016,431
Tram,Lewisham West Light Rail,Concession,Jul,2017,585
Tram,Lewisham West Light Rail,Concession,Jul,2018,637
Tram,Lewisham West Light Rail,Concession,Aug,2016,452
Tram,Lewisham West Light Rail,Concession,Aug,2017,657
Tram,Lewisham West Light Rail,Concession,Aug,2018,727
Tram,Lewisham West Light Rail,Concession,Sep,2016,436
Tram,Lewisham West Light Rail,Concession,Sep,2017,566
Tram,Lewisham West Light Rail,Concession,Sep,2018,681
Tram,Lewisham West Light Rail,Concession,Oct,2016,451
Tram,Lewisham West Light Rail,Concession,Oct,2017,648
Tram,Lewisham West Light Rail,Concession,Oct,2018,583
Tram,Lewisham West Light Rail,Concession,Nov,2016,373
Tram,Lewisham West Light Rail,Concession,Nov,2017,640
Tram,Lewisham West Light Rail,Concession,Nov,2018,648
Tram,Lewisham West Light Rail,Concession,Dec,2016,357
Tram,Lewisham West Light Rail,Concession,Dec,2017,552
Tram,Lewisham West Light Rail,Concession,Dec,2018,479
Tram,Lewisham West Light Rail,CTP,Jan,2019,534
Tram,Lewisham West Light Rail,CTP,Feb,2019,580
Tram,Lewisham West Light Rail,CTP,Mar,2018,50
Tram,Lewisham West Light Rail,CTP,Apr,2018,185
Tram,Lewisham West Light Rail,CTP,May,2018,263
Tram,Lewisham West Light Rail,CTP,Jun,2018,253
Tram,Lewisham West Light Rail,CTP,Jul,2018,309
Tram,Lewisham West Light Rail,CTP,Aug,2018,332
Tram,Lewisham West Light Rail,CTP,Sep,2018,341
Tram,Lewisham West Light Rail,CTP,Oct,2018,303
Tram,Lewisham West Light Rail,CTP,Nov,2018,396
Tram,Lewisham West Light Rail,CTP,Dec,2018,512
Tram,Lewisham West Light Rail,Day Pass without SAF,Feb,2019,1
Tram,Lewisham West Light Rail,Employee,Jan,2019,54
Tram,Lewisham West Light Rail,Employee,Feb,2019,36
Tram,Lewisham West Light Rail,Employee,Jul,2018,1
Tram,Lewisham West Light Rail,Employee,Aug,2018,43
Tram,Lewisham West Light Rail,Employee,Sep,2018,46
Tram,Lewisham West Light Rail,Employee,Oct,2018,61
Tram,Lewisham West Light Rail,Employee,Nov,2018,76
Tram,Lewisham West Light Rail,Employee,Dec,2018,51
Tram,Lewisham West Light Rail,Free Travel,Jan,2017,7
Tram,Lewisham West Light Rail,Free Travel,Jan,2018,3
Tram,Lewisham West Light Rail,Free Travel,Jan,2019,11
Tram,Lewisham West Light Rail,Free Travel,Feb,2017,15
Tram,Lewisham West Light Rail,Free Travel,Feb,2018,17
Tram,Lewisham West Light Rail,Free Travel,Feb,2019,15
Tram,Lewisham West Light Rail,Free Travel,Mar,2017,17
Tram,Lewisham West Light Rail,Free Travel,Mar,2018,12
Tram,Lewisham West Light Rail,Free Travel,Apr,2017,9
Tram,Lewisham West Light Rail,Free Travel,Apr,2018,6
Tram,Lewisham West Light Rail,Free Travel,May,2017,8
Tram,Lewisham West Light Rail,Free Travel,May,2018,9
Tram,Lewisham West Light Rail,Free Travel,Jun,2017,4
Tram,Lewisham West Light Rail,Free Travel,Jun,2018,8
Tram,Lewisham West Light Rail,Free Travel,Jul,2016,1
Tram,Lewisham West Light Rail,Free Travel,Jul,2017,8
Tram,Lewisham West Light Rail,Free Travel,Jul,2018,10
Tram,Lewisham West Light Rail,Free Travel,Aug,2016,2
Tram,Lewisham West Light Rail,Free Travel,Aug,2017,5
Tram,Lewisham West Light Rail,Free Travel,Aug,2018,20
Tram,Lewisham West Light Rail,Free Travel,Sep,2016,12
Tram,Lewisham West Light Rail,Free Travel,Sep,2017,16
Tram,Lewisham West Light Rail,Free Travel,Sep,2018,13
Tram,Lewisham West Light Rail,Free Travel,Oct,2016,7
Tram,Lewisham West Light Rail,Free Travel,Oct,2017,14
Tram,Lewisham West Light Rail,Free Travel,Oct,2018,15
Tram,Lewisham West Light Rail,Free Travel,Nov,2016,8
Tram,Lewisham West Light Rail,Free Travel,Nov,2017,8
Tram,Lewisham West Light Rail,Free Travel,Nov,2018,10
Tram,Lewisham West Light Rail,Free Travel,Dec,2016,5
Tram,Lewisham West Light Rail,Free Travel,Dec,2017,19
Tram,Lewisham West Light Rail,Free Travel,Dec,2018,7
Tram,Lewisham West Light Rail,School Student,Jan,2017,10
Tram,Lewisham West Light Rail,School Student,Jan,2018,12
Tram,Lewisham West Light Rail,School Student,Jan,2019,29
Tram,Lewisham West Light Rail,School Student,Feb,2017,294
Tram,Lewisham West Light Rail,School Student,Feb,2018,334
Tram,Lewisham West Light Rail,School Student,Feb,2019,535
Tram,Lewisham West Light Rail,School Student,Mar,2017,304
Tram,Lewisham West Light Rail,School Student,Mar,2018,314
Tram,Lewisham West Light Rail,School Student,Apr,2017,98
Tram,Lewisham West Light Rail,School Student,Apr,2018,129
Tram,Lewisham West Light Rail,School Student,May,2017,443
Tram,Lewisham West Light Rail,School Student,May,2018,474
Tram,Lewisham West Light Rail,School Student,Jun,2017,236
Tram,Lewisham West Light Rail,School Student,Jun,2018,434
Tram,Lewisham West Light Rail,School Student,Jul,2016,54
Tram,Lewisham West Light Rail,School Student,Jul,2017,136
Tram,Lewisham West Light Rail,School Student,Jul,2018,185
Tram,Lewisham West Light Rail,School Student,Aug,2016,244
Tram,Lewisham West Light Rail,School Student,Aug,2017,308
Tram,Lewisham West Light Rail,School Student,Aug,2018,570
Tram,Lewisham West Light Rail,School Student,Sep,2016,218
Tram,Lewisham West Light Rail,School Student,Sep,2017,227
Tram,Lewisham West Light Rail,School Student,Sep,2018,498
Tram,Lewisham West Light Rail,School Student,Oct,2016,184
Tram,Lewisham West Light Rail,School Student,Oct,2017,253
Tram,Lewisham West Light Rail,School Student,Oct,2018,282
Tram,Lewisham West Light Rail,School Student,Nov,2016,272
Tram,Lewisham West Light Rail,School Student,Nov,2017,264
Tram,Lewisham West Light Rail,School Student,Nov,2018,410
Tram,Lewisham West Light Rail,School Student,Dec,2016,75
Tram,Lewisham West Light Rail,School Student,Dec,2017,48
Tram,Lewisham West Light Rail,School Student,Dec,2018,110
Tram,Lewisham West Light Rail,Senior/Pensioner,Jan,2017,607
Tram,Lewisham West Light Rail,Senior/Pensioner,Jan,2018,352
Tram,Lewisham West Light Rail,Senior/Pensioner,Jan,2019,869
Tram,Lewisham West Light Rail,Senior/Pensioner,Feb,2017,592
Tram,Lewisham West Light Rail,Senior/Pensioner,Feb,2018,740
Tram,Lewisham West Light Rail,Senior/Pensioner,Feb,2019,"1,005"
Tram,Lewisham West Light Rail,Senior/Pensioner,Mar,2017,747
Tram,Lewisham West Light Rail,Senior/Pensioner,Mar,2018,939
Tram,Lewisham West Light Rail,Senior/Pensioner,Apr,2017,738
Tram,Lewisham West Light Rail,Senior/Pensioner,Apr,2018,924
Tram,Lewisham West Light Rail,Senior/Pensioner,May,2017,924
Tram,Lewisham West Light Rail,Senior/Pensioner,May,2018,999
Tram,Lewisham West Light Rail,Senior/Pensioner,Jun,2017,813
Tram,Lewisham West Light Rail,Senior/Pensioner,Jun,2018,819
Tram,Lewisham West Light Rail,Senior/Pensioner,Jul,2016,644
Tram,Lewisham West Light Rail,Senior/Pensioner,Jul,2017,822
Tram,Lewisham West Light Rail,Senior/Pensioner,Jul,2018,989
Tram,Lewisham West Light Rail,Senior/Pensioner,Aug,2016,565
Tram,Lewisham West Light Rail,Senior/Pensioner,Aug,2017,797
Tram,Lewisham West Light Rail,Senior/Pensioner,Aug,2018,"1,030"
Tram,Lewisham West Light Rail,Senior/Pensioner,Sep,2016,575
Tram,Lewisham West Light Rail,Senior/Pensioner,Sep,2017,778
Tram,Lewisham West Light Rail,Senior/Pensioner,Sep,2018,902
Tram,Lewisham West Light Rail,Senior/Pensioner,Oct,2016,647
Tram,Lewisham West Light Rail,Senior/Pensioner,Oct,2017,865
Tram,Lewisham West Light Rail,Senior/Pensioner,Oct,2018,840
Tram,Lewisham West Light Rail,Senior/Pensioner,Nov,2016,540
Tram,Lewisham West Light Rail,Senior/Pensioner,Nov,2017,905
Tram,Lewisham West Light Rail,Senior/Pensioner,Nov,2018,"1,019"
Tram,Lewisham West Light Rail,Senior/Pensioner,Dec,2016,631
Tram,Lewisham West Light Rail,Senior/Pensioner,Dec,2017,909
Tram,Lewisham West Light Rail,Senior/Pensioner,Dec,2018,936
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Jan,2017,4
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Jan,2018,3
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Jan,2019,2
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Feb,2018,2
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Mar,2017,1
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Mar,2018,1
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Apr,2017,1
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Apr,2018,3
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,May,2017,2
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,May,2018,2
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Jun,2017,1
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Jun,2018,1
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Jul,2017,3
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Jul,2018,2
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Aug,2016,1
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Aug,2017,2
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Sep,2017,1
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Sep,2018,1
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Oct,2016,2
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Oct,2017,5
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Oct,2018,3
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Nov,2017,8
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Dec,2017,3
Tram,Lewisham West Light Rail,Sgl Trip LR Adult,Dec,2018,2
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Jan,2018,1
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Jan,2019,1
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Feb,2018,2
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Apr,2018,1
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,May,2018,1
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Jun,2018,2
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Aug,2017,3
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Aug,2018,1
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Sep,2017,1
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Sep,2018,2
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Oct,2018,2
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Nov,2017,3
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Dec,2016,2
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Dec,2017,1
Tram,Lewisham West Light Rail,Sgl Trip LR Child/Youth,Dec,2018,1
Tram,Lilyfield Light Rail,Adult,Jan,2017,"9,712"
Tram,Lilyfield Light Rail,Adult,Jan,2018,"4,902"
Tram,Lilyfield Light Rail,Adult,Jan,2019,"8,995"
Tram,Lilyfield Light Rail,Adult,Feb,2017,"10,821"
Tram,Lilyfield Light Rail,Adult,Feb,2018,"10,346"
Tram,Lilyfield Light Rail,Adult,Feb,2019,"10,133"
Tram,Lilyfield Light Rail,Adult,Mar,2017,"12,515"
Tram,Lilyfield Light Rail,Adult,Mar,2018,"11,481"
Tram,Lilyfield Light Rail,Adult,Apr,2017,"10,672"
Tram,Lilyfield Light Rail,Adult,Apr,2018,"10,617"
Tram,Lilyfield Light Rail,Adult,May,2017,"12,696"
Tram,Lilyfield Light Rail,Adult,May,2018,"12,344"
Tram,Lilyfield Light Rail,Adult,Jun,2017,"11,644"
Tram,Lilyfield Light Rail,Adult,Jun,2018,"10,635"
Tram,Lilyfield Light Rail,Adult,Jul,2016,"10,096"
Tram,Lilyfield Light Rail,Adult,Jul,2017,"11,114"
Tram,Lilyfield Light Rail,Adult,Jul,2018,"11,316"
Tram,Lilyfield Light Rail,Adult,Aug,2016,"11,243"
Tram,Lilyfield Light Rail,Adult,Aug,2017,"10,942"
Tram,Lilyfield Light Rail,Adult,Aug,2018,"11,762"
Tram,Lilyfield Light Rail,Adult,Sep,2016,"10,941"
Tram,Lilyfield Light Rail,Adult,Sep,2017,"10,902"
Tram,Lilyfield Light Rail,Adult,Sep,2018,"10,890"
Tram,Lilyfield Light Rail,Adult,Oct,2016,"11,436"
Tram,Lilyfield Light Rail,Adult,Oct,2017,"11,468"
Tram,Lilyfield Light Rail,Adult,Oct,2018,"10,891"
Tram,Lilyfield Light Rail,Adult,Nov,2016,"10,916"
Tram,Lilyfield Light Rail,Adult,Nov,2017,"11,784"
Tram,Lilyfield Light Rail,Adult,Nov,2018,"11,252"
Tram,Lilyfield Light Rail,Adult,Dec,2016,"11,307"
Tram,Lilyfield Light Rail,Adult,Dec,2017,"10,743"
Tram,Lilyfield Light Rail,Adult,Dec,2018,"10,161"
Tram,Lilyfield Light Rail,Child/Youth,Jan,2017,"1,533"
Tram,Lilyfield Light Rail,Child/Youth,Jan,2018,805
Tram,Lilyfield Light Rail,Child/Youth,Jan,2019,"1,431"
Tram,Lilyfield Light Rail,Child/Youth,Feb,2017,"1,008"
Tram,Lilyfield Light Rail,Child/Youth,Feb,2018,985
Tram,Lilyfield Light Rail,Child/Youth,Feb,2019,"1,236"
Tram,Lilyfield Light Rail,Child/Youth,Mar,2017,"1,141"
Tram,Lilyfield Light Rail,Child/Youth,Mar,2018,"1,006"
Tram,Lilyfield Light Rail,Child/Youth,Apr,2017,"1,367"
Tram,Lilyfield Light Rail,Child/Youth,Apr,2018,"1,354"
Tram,Lilyfield Light Rail,Child/Youth,May,2017,"1,019"
Tram,Lilyfield Light Rail,Child/Youth,May,2018,"1,266"
Tram,Lilyfield Light Rail,Child/Youth,Jun,2017,"1,126"
Tram,Lilyfield Light Rail,Child/Youth,Jun,2018,"1,009"
Tram,Lilyfield Light Rail,Child/Youth,Jul,2016,"1,637"
Tram,Lilyfield Light Rail,Child/Youth,Jul,2017,"1,480"
Tram,Lilyfield Light Rail,Child/Youth,Jul,2018,"1,486"
Tram,Lilyfield Light Rail,Child/Youth,Aug,2016,"1,408"
Tram,Lilyfield Light Rail,Child/Youth,Aug,2017,979
Tram,Lilyfield Light Rail,Child/Youth,Aug,2018,"1,172"
Tram,Lilyfield Light Rail,Child/Youth,Sep,2016,"1,548"
Tram,Lilyfield Light Rail,Child/Youth,Sep,2017,"1,148"
Tram,Lilyfield Light Rail,Child/Youth,Sep,2018,"1,161"
Tram,Lilyfield Light Rail,Child/Youth,Oct,2016,"1,481"
Tram,Lilyfield Light Rail,Child/Youth,Oct,2017,"1,179"
Tram,Lilyfield Light Rail,Child/Youth,Oct,2018,"1,095"
Tram,Lilyfield Light Rail,Child/Youth,Nov,2016,953
Tram,Lilyfield Light Rail,Child/Youth,Nov,2017,"1,076"
Tram,Lilyfield Light Rail,Child/Youth,Nov,2018,"1,134"
Tram,Lilyfield Light Rail,Child/Youth,Dec,2016,"1,380"
Tram,Lilyfield Light Rail,Child/Youth,Dec,2017,"1,440"
Tram,Lilyfield Light Rail,Child/Youth,Dec,2018,"1,333"
Tram,Lilyfield Light Rail,Concession,Jan,2017,332
Tram,Lilyfield Light Rail,Concession,Jan,2018,186
Tram,Lilyfield Light Rail,Concession,Jan,2019,333
Tram,Lilyfield Light Rail,Concession,Feb,2017,626
Tram,Lilyfield Light Rail,Concession,Feb,2018,514
Tram,Lilyfield Light Rail,Concession,Feb,2019,562
Tram,Lilyfield Light Rail,Concession,Mar,2017,787
Tram,Lilyfield Light Rail,Concession,Mar,2018,736
Tram,Lilyfield Light Rail,Concession,Apr,2017,684
Tram,Lilyfield Light Rail,Concession,Apr,2018,680
Tram,Lilyfield Light Rail,Concession,May,2017,871
Tram,Lilyfield Light Rail,Concession,May,2018,832
Tram,Lilyfield Light Rail,Concession,Jun,2017,702
Tram,Lilyfield Light Rail,Concession,Jun,2018,606
Tram,Lilyfield Light Rail,Concession,Jul,2016,576
Tram,Lilyfield Light Rail,Concession,Jul,2017,615
Tram,Lilyfield Light Rail,Concession,Jul,2018,506
Tram,Lilyfield Light Rail,Concession,Aug,2016,662
Tram,Lilyfield Light Rail,Concession,Aug,2017,799
Tram,Lilyfield Light Rail,Concession,Aug,2018,694
Tram,Lilyfield Light Rail,Concession,Sep,2016,619
Tram,Lilyfield Light Rail,Concession,Sep,2017,647
Tram,Lilyfield Light Rail,Concession,Sep,2018,658
Tram,Lilyfield Light Rail,Concession,Oct,2016,650
Tram,Lilyfield Light Rail,Concession,Oct,2017,652
Tram,Lilyfield Light Rail,Concession,Oct,2018,567
Tram,Lilyfield Light Rail,Concession,Nov,2016,494
Tram,Lilyfield Light Rail,Concession,Nov,2017,572
Tram,Lilyfield Light Rail,Concession,Nov,2018,534
Tram,Lilyfield Light Rail,Concession,Dec,2016,408
Tram,Lilyfield Light Rail,Concession,Dec,2017,436
Tram,Lilyfield Light Rail,Concession,Dec,2018,474
Tram,Lilyfield Light Rail,CTP,Jan,2019,499
Tram,Lilyfield Light Rail,CTP,Feb,2019,640
Tram,Lilyfield Light Rail,CTP,Mar,2018,63
Tram,Lilyfield Light Rail,CTP,Apr,2018,153
Tram,Lilyfield Light Rail,CTP,May,2018,257
Tram,Lilyfield Light Rail,CTP,Jun,2018,216
Tram,Lilyfield Light Rail,CTP,Jul,2018,228
Tram,Lilyfield Light Rail,CTP,Aug,2018,293
Tram,Lilyfield Light Rail,CTP,Sep,2018,380
Tram,Lilyfield Light Rail,CTP,Oct,2018,378
Tram,Lilyfield Light Rail,CTP,Nov,2018,355
Tram,Lilyfield Light Rail,CTP,Dec,2018,471
Tram,Lilyfield Light Rail,Employee,Jan,2019,20
Tram,Lilyfield Light Rail,Employee,Feb,2019,24
Tram,Lilyfield Light Rail,Employee,Jul,2018,4
Tram,Lilyfield Light Rail,Employee,Aug,2018,23
Tram,Lilyfield Light Rail,Employee,Sep,2018,19
Tram,Lilyfield Light Rail,Employee,Oct,2018,33
Tram,Lilyfield Light Rail,Employee,Nov,2018,24
Tram,Lilyfield Light Rail,Employee,Dec,2018,26
Tram,Lilyfield Light Rail,Free Travel,Jan,2017,11
Tram,Lilyfield Light Rail,Free Travel,Jan,2018,8
Tram,Lilyfield Light Rail,Free Travel,Jan,2019,13
Tram,Lilyfield Light Rail,Free Travel,Feb,2017,22
Tram,Lilyfield Light Rail,Free Travel,Feb,2018,14
Tram,Lilyfield Light Rail,Free Travel,Feb,2019,18
Tram,Lilyfield Light Rail,Free Travel,Mar,2017,8
Tram,Lilyfield Light Rail,Free Travel,Mar,2018,11
Tram,Lilyfield Light Rail,Free Travel,Apr,2017,17
