ModeOfTransport,Name,Type,Month,Year,PassengerCount
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Jan,2018,"10,554"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Jan,2019,"8,649"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Feb,2017,"13,050"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Feb,2018,"10,090"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Feb,2019,"8,621"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Mar,2017,"12,519"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Mar,2018,"10,401"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Apr,2017,"12,469"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Apr,2018,"10,203"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,May,2017,"13,517"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,May,2018,"10,458"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Jun,2017,"11,895"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Jun,2018,"8,650"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Jul,2017,"12,759"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Jul,2018,"9,592"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Aug,2016,"21,037"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Aug,2017,"12,162"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Aug,2018,"9,222"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Sep,2016,"17,322"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Sep,2017,"11,672"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Sep,2018,"8,563"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Oct,2016,"15,772"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Oct,2017,"11,343"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Oct,2018,"9,547"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Nov,2016,"15,949"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Nov,2017,"10,999"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Nov,2018,"9,230"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Dec,2016,"15,103"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Dec,2017,"10,825"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 2,Dec,2018,"9,250"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Jan,2017,"2,041"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Jan,2018,"1,484"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Jan,2019,"1,250"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Feb,2017,"2,076"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Feb,2018,"1,426"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Feb,2019,"1,041"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Mar,2017,"1,806"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Mar,2018,"1,482"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Apr,2017,"1,803"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Apr,2018,"1,438"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,May,2017,"1,879"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,May,2018,"1,490"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Jun,2017,"1,646"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Jun,2018,"1,239"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Jul,2017,"1,819"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Jul,2018,"1,296"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Aug,2016,"3,132"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Aug,2017,"1,646"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Aug,2018,"1,365"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Sep,2016,"2,502"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Sep,2017,"1,414"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Sep,2018,"1,247"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Oct,2016,"2,264"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Oct,2017,"1,535"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Oct,2018,"1,407"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Nov,2016,"2,234"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Nov,2017,"1,528"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Nov,2018,"1,412"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Dec,2016,"2,382"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Dec,2017,"1,714"
Bus,Sydney Metro Contract 3,Adult Single Bus Trip 3,Dec,2018,"1,354"
Bus,Sydney Metro Contract 3,Child/Youth,Jan,2017,"64,697"
Bus,Sydney Metro Contract 3,Child/Youth,Jan,2018,"75,025"
Bus,Sydney Metro Contract 3,Child/Youth,Jan,2019,"75,872"
Bus,Sydney Metro Contract 3,Child/Youth,Feb,2017,"74,409"
Bus,Sydney Metro Contract 3,Child/Youth,Feb,2018,"85,944"
Bus,Sydney Metro Contract 3,Child/Youth,Feb,2019,"83,701"
Bus,Sydney Metro Contract 3,Child/Youth,Mar,2017,"70,240"
Bus,Sydney Metro Contract 3,Child/Youth,Mar,2018,"88,767"
Bus,Sydney Metro Contract 3,Child/Youth,Apr,2017,"73,058"
Bus,Sydney Metro Contract 3,Child/Youth,Apr,2018,"80,039"
Bus,Sydney Metro Contract 3,Child/Youth,May,2017,"79,594"
Bus,Sydney Metro Contract 3,Child/Youth,May,2018,"82,442"
Bus,Sydney Metro Contract 3,Child/Youth,Jun,2017,"71,744"
Bus,Sydney Metro Contract 3,Child/Youth,Jun,2018,"73,366"
Bus,Sydney Metro Contract 3,Child/Youth,Jul,2016,"48,558"
Bus,Sydney Metro Contract 3,Child/Youth,Jul,2017,"81,384"
Bus,Sydney Metro Contract 3,Child/Youth,Jul,2018,"84,482"
Bus,Sydney Metro Contract 3,Child/Youth,Aug,2016,"60,182"
Bus,Sydney Metro Contract 3,Child/Youth,Aug,2017,"79,066"
Bus,Sydney Metro Contract 3,Child/Youth,Aug,2018,"82,778"
Bus,Sydney Metro Contract 3,Child/Youth,Sep,2016,"62,642"
Bus,Sydney Metro Contract 3,Child/Youth,Sep,2017,"81,199"
Bus,Sydney Metro Contract 3,Child/Youth,Sep,2018,"77,435"
Bus,Sydney Metro Contract 3,Child/Youth,Oct,2016,"66,791"
Bus,Sydney Metro Contract 3,Child/Youth,Oct,2017,"82,819"
Bus,Sydney Metro Contract 3,Child/Youth,Oct,2018,"82,471"
Bus,Sydney Metro Contract 3,Child/Youth,Nov,2016,"72,372"
Bus,Sydney Metro Contract 3,Child/Youth,Nov,2017,"82,507"
Bus,Sydney Metro Contract 3,Child/Youth,Nov,2018,"81,204"
Bus,Sydney Metro Contract 3,Child/Youth,Dec,2016,"69,454"
Bus,Sydney Metro Contract 3,Child/Youth,Dec,2017,"77,763"
Bus,Sydney Metro Contract 3,Child/Youth,Dec,2018,"75,719"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Jan,2017,"6,491"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Jan,2018,"4,967"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Jan,2019,"4,394"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Feb,2017,"5,668"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Feb,2018,"4,616"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Feb,2019,"3,394"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Mar,2017,"5,236"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Mar,2018,"4,912"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Apr,2017,"6,566"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Apr,2018,"4,790"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,May,2017,"5,914"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,May,2018,"4,363"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Jun,2017,"5,232"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Jun,2018,"3,871"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Jul,2017,"6,540"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Jul,2018,"5,172"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Aug,2016,"14,039"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Aug,2017,"5,879"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Aug,2018,"4,364"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Sep,2016,"10,431"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Sep,2017,"6,042"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Sep,2018,"4,124"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Oct,2016,"8,823"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Oct,2017,"5,770"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Oct,2018,"4,373"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Nov,2016,"8,432"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Nov,2017,"5,317"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Nov,2018,"4,016"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Dec,2016,"8,043"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Dec,2017,"5,645"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 1,Dec,2018,"4,369"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Jan,2017,"5,649"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Jan,2018,"4,136"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Jan,2019,"3,558"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Feb,2017,"3,309"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Feb,2018,"2,545"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Feb,2019,"2,041"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Mar,2017,"3,139"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Mar,2018,"2,802"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Apr,2017,"5,049"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Apr,2018,"3,762"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,May,2017,"3,511"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,May,2018,"2,435"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Jun,2017,"3,479"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Jun,2018,"2,368"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Jul,2017,"4,937"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Jul,2018,"3,695"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Aug,2016,"8,986"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Aug,2017,"3,380"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Aug,2018,"2,527"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Sep,2016,"6,720"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Sep,2017,"4,105"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Sep,2018,"2,671"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Oct,2016,"5,570"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Oct,2017,"3,730"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Oct,2018,"3,068"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Nov,2016,"4,736"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Nov,2017,"3,217"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Nov,2018,"2,504"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Dec,2016,"5,860"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Dec,2017,"4,029"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 2,Dec,2018,"3,291"
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Jan,2017,421
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Jan,2018,331
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Jan,2019,293
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Feb,2017,255
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Feb,2018,173
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Feb,2019,197
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Mar,2017,247
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Mar,2018,213
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Apr,2017,334
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Apr,2018,240
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,May,2017,245
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,May,2018,159
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Jun,2017,206
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Jun,2018,199
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Jul,2017,334
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Jul,2018,303
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Aug,2016,663
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Aug,2017,147
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Aug,2018,184
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Sep,2016,563
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Sep,2017,262
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Sep,2018,173
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Oct,2016,411
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Oct,2017,185
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Oct,2018,197
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Nov,2016,287
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Nov,2017,174
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Nov,2018,148
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Dec,2016,469
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Dec,2017,294
Bus,Sydney Metro Contract 3,Child/Youth Single Bus Trip 3,Dec,2018,347
Bus,Sydney Metro Contract 3,Concession,Jan,2017,"71,531"
Bus,Sydney Metro Contract 3,Concession,Jan,2018,"71,639"
Bus,Sydney Metro Contract 3,Concession,Jan,2019,"56,089"
Bus,Sydney Metro Contract 3,Concession,Feb,2017,"89,974"
Bus,Sydney Metro Contract 3,Concession,Feb,2018,"86,457"
Bus,Sydney Metro Contract 3,Concession,Feb,2019,"71,361"
Bus,Sydney Metro Contract 3,Concession,Mar,2017,"126,184"
Bus,Sydney Metro Contract 3,Concession,Mar,2018,"126,983"
Bus,Sydney Metro Contract 3,Concession,Apr,2017,"100,171"
Bus,Sydney Metro Contract 3,Concession,Apr,2018,"98,618"
Bus,Sydney Metro Contract 3,Concession,May,2017,"132,503"
Bus,Sydney Metro Contract 3,Concession,May,2018,"120,777"
Bus,Sydney Metro Contract 3,Concession,Jun,2017,"101,862"
Bus,Sydney Metro Contract 3,Concession,Jun,2018,"89,783"
Bus,Sydney Metro Contract 3,Concession,Jul,2016,"141,581"
Bus,Sydney Metro Contract 3,Concession,Jul,2017,"100,008"
Bus,Sydney Metro Contract 3,Concession,Jul,2018,"87,956"
Bus,Sydney Metro Contract 3,Concession,Aug,2016,"94,549"
Bus,Sydney Metro Contract 3,Concession,Aug,2017,"129,794"
Bus,Sydney Metro Contract 3,Concession,Aug,2018,"121,798"
Bus,Sydney Metro Contract 3,Concession,Sep,2016,"81,868"
Bus,Sydney Metro Contract 3,Concession,Sep,2017,"106,347"
Bus,Sydney Metro Contract 3,Concession,Sep,2018,"101,336"
Bus,Sydney Metro Contract 3,Concession,Oct,2016,"83,759"
Bus,Sydney Metro Contract 3,Concession,Oct,2017,"110,264"
Bus,Sydney Metro Contract 3,Concession,Oct,2018,"94,346"
Bus,Sydney Metro Contract 3,Concession,Nov,2016,"85,457"
Bus,Sydney Metro Contract 3,Concession,Nov,2017,"102,224"
Bus,Sydney Metro Contract 3,Concession,Nov,2018,"85,259"
Bus,Sydney Metro Contract 3,Concession,Dec,2016,"74,738"
Bus,Sydney Metro Contract 3,Concession,Dec,2017,"78,564"
Bus,Sydney Metro Contract 3,Concession,Dec,2018,"63,140"
Bus,Sydney Metro Contract 3,Employee,Jan,2018,1
Bus,Sydney Metro Contract 3,Employee,Jan,2019,"1,549"
Bus,Sydney Metro Contract 3,Employee,Feb,2019,"1,619"
Bus,Sydney Metro Contract 3,Employee,May,2018,1
Bus,Sydney Metro Contract 3,Employee,Jul,2016,1
Bus,Sydney Metro Contract 3,Employee,Aug,2018,695
Bus,Sydney Metro Contract 3,Employee,Sep,2018,"1,194"
Bus,Sydney Metro Contract 3,Employee,Oct,2016,1
Bus,Sydney Metro Contract 3,Employee,Oct,2017,1
Bus,Sydney Metro Contract 3,Employee,Oct,2018,"1,458"
Bus,Sydney Metro Contract 3,Employee,Nov,2018,"1,383"
Bus,Sydney Metro Contract 3,Employee,Dec,2018,"1,201"
Bus,Sydney Metro Contract 3,Free Travel,Jan,2017,"1,417"
Bus,Sydney Metro Contract 3,Free Travel,Jan,2018,"1,272"
Bus,Sydney Metro Contract 3,Free Travel,Jan,2019,"1,731"
Bus,Sydney Metro Contract 3,Free Travel,Feb,2017,"1,609"
Bus,Sydney Metro Contract 3,Free Travel,Feb,2018,"1,493"
Bus,Sydney Metro Contract 3,Free Travel,Feb,2019,"1,889"
Bus,Sydney Metro Contract 3,Free Travel,Mar,2017,"1,649"
Bus,Sydney Metro Contract 3,Free Travel,Mar,2018,"1,819"
Bus,Sydney Metro Contract 3,Free Travel,Apr,2017,"1,501"
Bus,Sydney Metro Contract 3,Free Travel,Apr,2018,"1,665"
Bus,Sydney Metro Contract 3,Free Travel,May,2017,"2,009"
Bus,Sydney Metro Contract 3,Free Travel,May,2018,"2,029"
Bus,Sydney Metro Contract 3,Free Travel,Jun,2017,"1,685"
Bus,Sydney Metro Contract 3,Free Travel,Jun,2018,"1,859"
Bus,Sydney Metro Contract 3,Free Travel,Jul,2016,"1,299"
Bus,Sydney Metro Contract 3,Free Travel,Jul,2017,"1,701"
Bus,Sydney Metro Contract 3,Free Travel,Jul,2018,"1,939"
Bus,Sydney Metro Contract 3,Free Travel,Aug,2016,"1,693"
Bus,Sydney Metro Contract 3,Free Travel,Aug,2017,"1,912"
Bus,Sydney Metro Contract 3,Free Travel,Aug,2018,"1,990"
Bus,Sydney Metro Contract 3,Free Travel,Sep,2016,"1,693"
Bus,Sydney Metro Contract 3,Free Travel,Sep,2017,"1,688"
Bus,Sydney Metro Contract 3,Free Travel,Sep,2018,"1,896"
Bus,Sydney Metro Contract 3,Free Travel,Oct,2016,"1,568"
Bus,Sydney Metro Contract 3,Free Travel,Oct,2017,"1,855"
Bus,Sydney Metro Contract 3,Free Travel,Oct,2018,"1,844"
Bus,Sydney Metro Contract 3,Free Travel,Nov,2016,"1,869"
Bus,Sydney Metro Contract 3,Free Travel,Nov,2017,"1,821"
Bus,Sydney Metro Contract 3,Free Travel,Nov,2018,"2,097"
Bus,Sydney Metro Contract 3,Free Travel,Dec,2016,"1,599"
Bus,Sydney Metro Contract 3,Free Travel,Dec,2017,"1,527"
Bus,Sydney Metro Contract 3,Free Travel,Dec,2018,"1,802"
Bus,Sydney Metro Contract 3,School Student,Jan,2017,"10,146"
Bus,Sydney Metro Contract 3,School Student,Jan,2018,"11,439"
Bus,Sydney Metro Contract 3,School Student,Jan,2019,"11,089"
Bus,Sydney Metro Contract 3,School Student,Feb,2017,"148,887"
Bus,Sydney Metro Contract 3,School Student,Feb,2018,"181,955"
Bus,Sydney Metro Contract 3,School Student,Feb,2019,"174,821"
Bus,Sydney Metro Contract 3,School Student,Mar,2017,"165,640"
Bus,Sydney Metro Contract 3,School Student,Mar,2018,"200,223"
Bus,Sydney Metro Contract 3,School Student,Apr,2017,"66,401"
Bus,Sydney Metro Contract 3,School Student,Apr,2018,"80,587"
Bus,Sydney Metro Contract 3,School Student,May,2017,"203,974"
Bus,Sydney Metro Contract 3,School Student,May,2018,"209,501"
Bus,Sydney Metro Contract 3,School Student,Jun,2017,"176,259"
Bus,Sydney Metro Contract 3,School Student,Jun,2018,"173,513"
Bus,Sydney Metro Contract 3,School Student,Jul,2016,"69,157"
Bus,Sydney Metro Contract 3,School Student,Jul,2017,"89,844"
Bus,Sydney Metro Contract 3,School Student,Jul,2018,"94,510"
Bus,Sydney Metro Contract 3,School Student,Aug,2016,"168,615"
Bus,Sydney Metro Contract 3,School Student,Aug,2017,"200,836"
Bus,Sydney Metro Contract 3,School Student,Aug,2018,"195,207"
Bus,Sydney Metro Contract 3,School Student,Sep,2016,"124,118"
Bus,Sydney Metro Contract 3,School Student,Sep,2017,"138,009"
Bus,Sydney Metro Contract 3,School Student,Sep,2018,"164,189"
Bus,Sydney Metro Contract 3,School Student,Oct,2016,"120,205"
Bus,Sydney Metro Contract 3,School Student,Oct,2017,"146,718"
Bus,Sydney Metro Contract 3,School Student,Oct,2018,"108,358"
Bus,Sydney Metro Contract 3,School Student,Nov,2016,"165,809"
Bus,Sydney Metro Contract 3,School Student,Nov,2017,"189,958"
Bus,Sydney Metro Contract 3,School Student,Nov,2018,"176,817"
Bus,Sydney Metro Contract 3,School Student,Dec,2016,"70,202"
Bus,Sydney Metro Contract 3,School Student,Dec,2017,"71,013"
Bus,Sydney Metro Contract 3,School Student,Dec,2018,"86,031"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Jan,2017,"246,095"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Jan,2018,"259,247"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Jan,2019,"268,167"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Feb,2017,"253,752"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Feb,2018,"271,211"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Feb,2019,"284,409"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Mar,2017,"263,471"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Mar,2018,"299,218"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Apr,2017,"254,421"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Apr,2018,"272,716"
Bus,Sydney Metro Contract 3,Senior/Pensioner,May,2017,"300,134"
Bus,Sydney Metro Contract 3,Senior/Pensioner,May,2018,"310,280"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Jun,2017,"271,737"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Jun,2018,"271,484"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Jul,2016,"242,938"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Jul,2017,"274,744"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Jul,2018,"288,805"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Aug,2016,"274,479"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Aug,2017,"290,844"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Aug,2018,"299,826"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Sep,2016,"270,225"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Sep,2017,"275,720"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Sep,2018,"280,752"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Oct,2016,"272,252"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Oct,2017,"283,361"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Oct,2018,"293,085"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Nov,2016,"286,254"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Nov,2017,"293,095"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Nov,2018,"303,434"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Dec,2016,"265,125"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Dec,2017,"262,191"
Bus,Sydney Metro Contract 3,Senior/Pensioner,Dec,2018,"278,934"
Bus,Sydney Metro Contract 3,Day Pass Child/Youth w/o SAF,Jan,2019,2
Bus,Sydney Metro Contract 3,Day Pass Child/Youth w/o SAF,Jun,2018,1
Bus,Sydney Metro Contract 3,Day Pass Child/Youth w/o SAF,Sep,2017,4
Bus,Sydney Metro Contract 3,Day Pass without SAF,Jan,2019,20
Bus,Sydney Metro Contract 3,Day Pass without SAF,Feb,2019,31
Bus,Sydney Metro Contract 3,Day Pass without SAF,Mar,2018,2
Bus,Sydney Metro Contract 3,Day Pass without SAF,Apr,2018,2
Bus,Sydney Metro Contract 3,Day Pass without SAF,May,2018,7
Bus,Sydney Metro Contract 3,Day Pass without SAF,Jun,2018,5
Bus,Sydney Metro Contract 3,Day Pass without SAF,Jul,2018,11
Bus,Sydney Metro Contract 3,Day Pass without SAF,Aug,2018,13
Bus,Sydney Metro Contract 3,Day Pass without SAF,Sep,2017,15
Bus,Sydney Metro Contract 3,Day Pass without SAF,Sep,2018,13
Bus,Sydney Metro Contract 3,Day Pass without SAF,Oct,2017,8
Bus,Sydney Metro Contract 3,Day Pass without SAF,Oct,2018,18
Bus,Sydney Metro Contract 3,Day Pass without SAF,Nov,2018,40
Bus,Sydney Metro Contract 3,Day Pass without SAF,Dec,2018,8
Bus,Sydney Metro Contract 4,Adult,Jan,2017,"954,863"
Bus,Sydney Metro Contract 4,Adult,Jan,2018,"1,134,814"
Bus,Sydney Metro Contract 4,Adult,Jan,2019,"1,287,612"
Bus,Sydney Metro Contract 4,Adult,Feb,2017,"1,092,166"
Bus,Sydney Metro Contract 4,Adult,Feb,2018,"1,256,731"
Bus,Sydney Metro Contract 4,Adult,Feb,2019,"1,421,830"
Bus,Sydney Metro Contract 4,Adult,Mar,2017,"1,272,825"
